X Y 
0.173533 0.249439 
0.196592 0.257738 
0.175136 0.275531 
0.165792 0.262520 
0.152707 0.252177 
0.159290 0.252051 
0.162569 0.247610 
0.214275 0.207835 
0.180719 0.208939 
0.170639 0.225678 
0.250288 0.226624 
0.292323 0.241869 
0.289569 0.226984 
0.287905 0.227828 
0.290568 0.239935 
0.287905 0.232860 
0.296248 0.234584 
0.272341 0.282302 
